,customerNo,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,order
202,1018,21802,11,6,1033617.0,3,24.99,24.99,74.97,1,24.99,24.99,24.99,5,1,2,5000,499,80,67,35,2,3,y
203,10180,21244,11,6,886552.0,20,9.99,19.99,345.8,2,9.99,19.99,29.98,1,1,2,1200,503,84,15,70,1,66,n
204,10181,24635,14,6,281719.0,21,9.99,9.99,209.79,3,9.99,9.99,29.97,?,1,2,600,489,61,10,26,2,81,y
205,10182,21248,11,6,0.0,3,39.99,229.99,269.98,3,39.99,229.99,269.98,?,?,?,5000,511,43,17,65,2,3,n
206,10183,21250,11,6,5.99,2,29.99,29.99,59.98,1,29.99,29.99,29.99,?,?,?,600,462,14,7,43,2,67,n
207,10184,21251,11,6,973496.0,26,9.99,89.95,1418.82,5,59.95,59.95,299.75,?,1,2,500,527,23,0,40,2,717,y
208,10185,21254,11,6,256069.0,2,379.0,379.0,758.0,1,379.0,379.0,379.0,5,1,2,0,302,10,0,27,2,328,y
209,10186,21255,11,6,817553.0,15,10.0,137.69,787.57,2,29.99,89.99,119.98,4,1,2,700,388,40,21,27,2,34,n
210,10187,21256,11,6,626992.0,12,59.99,499.99,3299.88,5,59.99,499.99,1159.95,3,1,2,200,514,57,0,35,1,158,n
211,10188,21257,11,6,1102616.0,4,4.99,99.99,204.97,2,4.99,99.99,104.98,5,1,2,1500,566,37,1,49,1,78,y
212,10189,21258,11,6,532383.0,11,9.99,12.99,97.92,3,9.99,12.99,35.97,?,1,2,600,70,8,1,31,2,275,y
213,1019,29460,17,6,4397445.0,28,9.99,59.99,411.77,6,9.99,24.99,107.94,5,1,2,5500,524,118,63,37,1,3,y
214,10190,21259,11,6,649669.0,15,29.99,155.99,752.91,2,29.99,155.99,185.98,4,1,2,900,463,20,30,26,2,5,n
215,10191,21261,11,6,819317.0,12,9.99,49.95,362.76,5,9.99,49.95,127.91,?,1,2,1500,503,305,16,46,2,6,y
216,10192,21262,11,6,152.38,4,16.99,16.99,67.96,1,16.99,16.99,16.99,?,1,2,600,484,78,2,43,1,4,y
217,10193,21266,11,6,1100977.0,25,4.0,17.0,235.36,3,4.0,9.99,23.98,?,?,?,300,533,49,3,66,2,70,n
218,10194,21267,11,6,531334.0,9,14.99,19.99,89.95,2,14.99,19.99,34.98,?,?,?,600,592,19,4,43,1,72,n
219,10195,21271,11,6,1694291.0,22,0.0,38.64,261.47,4,4.99,15.0,39.97,?,1,2,1400,558,109,2,64,1,11,y
220,10196,22757,12,6,244719.0,5,4.99,129.99,339.95,2,4.99,99.99,104.98,?,1,2,800,538,16,14,41,1,23,y
221,10197,21275,11,6,406439.0,14,6.99,19.99,150.7,2,6.99,17.95,24.94,?,?,?,4000,520,222,10,38,1,35,n
222,10198,21276,11,6,838074.0,4,34.99,34.99,69.98,1,34.99,34.99,34.99,?,1,2,4000,558,273,13,71,1,149,y
223,10199,21277,11,6,1383636.0,11,24.99,49.99,394.89,2,29.99,49.99,79.98,1,1,?,2500,508,102,23,31,2,8,n
224,102,255,7,5,899762.0,20,3.99,99.99,662.81,4,3.99,19.99,60.96,5,1,2,9500,585,134,21,49,1,26,y
225,1020,2082,9,5,741971.0,14,10.99,39.99,145.92,3,10.99,39.99,61.97,?,1,2,1500,532,34,1,40,2,24,y
226,10200,21278,11,6,90147.0,4,19.99,22.99,85.96,4,19.99,22.99,85.96,1,1,?,600,70,49,0,30,1,4,n
227,10201,21279,11,6,2371114.0,27,5.0,49.99,539.87,3,5.0,39.99,84.98,1,1,2,4000,614,306,15,28,1,20,n
228,10202,21281,11,6,855359.0,15,6.99,34.99,121.94,1,19.99,19.99,19.99,1,1,?,600,530,35,1,38,2,211,n
229,10203,21284,11,6,247628.0,6,34.9,39.9,234.4,1,39.9,39.9,39.9,1,1,2,5000,515,38,5,27,1,4,n
230,10204,21286,11,6,580832.0,14,9.99,89.99,429.91,4,9.99,89.99,199.96,5,1,2,2000,557,170,9,48,2,14,y
231,10205,21287,11,6,1551169.0,32,4.99,79.99,935.39,1,39.99,39.99,39.99,1,1,?,300,614,5,3,42,2,159,n
232,10206,21289,11,6,131538.0,3,129.99,129.99,389.97,1,129.99,129.99,129.99,5,1,2,600,452,222,13,41,2,5,y
233,10207,21295,11,6,265846.0,2,49.99,49.99,99.98,1,49.99,49.99,49.99,5,1,2,2000,440,67,21,43,1,65,y
234,10208,21296,11,6,1307702.0,61,3.99,199.99,789.53,5,7.0,9.99,42.96,?,1,2,600,452,221,3,49,2,25,y
235,10209,21298,11,6,3321641.0,5,12.99,29.99,81.95,4,12.99,29.99,68.96,5,1,2,2500,558,334,13,50,2,6,y
236,1021,2083,9,5,602916.0,33,8.0,39.99,735.71,6,11.99,39.99,154.94,?,1,2,300,538,280,5,52,1,115,y
237,10210,21300,11,6,649348.0,4,3.99,49.99,103.97,2,3.99,49.99,53.98,?,1,2,1900,508,187,10,43,2,141,y
238,10211,21304,11,6,4803857.0,21,49.99,59.99,630.96,3,55.0,59.99,173.99,1,1,?,0,420,63,0,46,1,59,n
239,10212,21307,11,6,184943.0,3,59.95,59.99,179.89,3,59.95,59.99,179.89,?,1,2,600,80,54,0,39,2,43,y
240,10213,21309,11,6,787361.0,14,12.0,69.99,328.9,3,17.99,21.99,59.97,5,1,2,2600,493,142,13,42,2,30,y
241,10214,21310,11,6,1542068.0,60,3.0,19.99,428.77,6,4.99,19.99,49.97,1,1,5,4000,532,222,4,56,2,30,n
242,10215,31840,19,6,5589831.0,92,14.99,79.9,3914.98,4,34.99,59.99,179.96,?,1,2,200,70,46,4,51,2,14,y
243,10216,21312,11,6,2070.35,8,79.99,149.99,1039.92,2,129.99,149.99,279.98,5,1,2,1700,476,52,11,40,1,355,y
244,10217,21314,11,6,1193465.0,22,3.99,29.99,381.79,5,3.99,29.99,68.95,?,1,2,600,458,43,6,38,2,5,y
245,10218,21315,11,6,818678.0,14,9.99,35.99,319.86,2,19.99,24.99,44.98,?,1,2,3000,598,329,5,58,2,5,y
246,10219,21316,11,6,798807.0,9,24.99,24.99,224.91,2,24.99,24.99,49.98,5,1,2,4000,542,96,13,48,2,10,y
247,1022,2085,9,5,1633355.0,23,3.99,55.0,722.6,5,3.99,45.0,148.88,?,1,2,600,482,76,3,63,1,135,y
248,10220,21317,11,6,2045138.0,58,5.99,34.99,931.82,4,9.99,29.99,69.96,1,1,?,600,529,15,4,50,2,169,n
249,10221,21320,11,6,423836.0,2,59.99,59.99,119.98,1,59.99,59.99,59.99,5,1,2,8500,586,219,32,42,2,3,y
250,10222,21321,11,6,55263.0,6,9.99,19.99,94.94,1,19.99,19.99,19.99,2,1,2,600,541,58,11,36,1,4,n
251,10223,21322,11,6,406294.0,7,59.95,59.95,299.75,2,59.95,59.95,119.9,?,1,2,300,578,8,5,42,2,190,y
252,10224,21323,11,6,1741441.0,18,4.99,49.99,299.84,3,24.99,49.99,99.97,?,1,2,1800,572,58,21,55,2,10,y
253,10225,21325,11,6,91.64,2,34.9,34.9,69.8,1,34.9,34.9,34.9,?,1,2,600,70,21,0,27,1,8,y
254,10226,21328,11,6,3072625.0,31,12.99,409.99,4258.78,4,12.99,399.99,438.96,?,1,2,600,522,53,2,35,1,210,y
255,10227,21330,11,6,945696.0,12,14.99,399.99,1884.88,5,14.99,399.99,909.95,?,1,2,600,70,159,1,43,1,428,y
256,10228,21332,11,6,881249.0,18,19.99,59.95,539.67,3,19.99,29.99,49.98,?,1,2,4000,526,218,11,42,2,37,y
257,10229,21333,11,6,2291798.0,37,5.0,19.99,287.79,6,7.99,14.99,80.94,5,1,2,4000,536,144,12,32,2,43,y
258,1023,2087,9,5,18581836.0,100,6.99,79.99,1789.07,13,9.9,39.99,211.6,1,1,2,3000,553,179,11,44,2,30,y
259,10230,21335,11,6,509795.0,22,4.99,17.99,303.64,5,4.99,17.99,70.92,?,1,2,300,559,92,2,35,1,25,y
260,10231,21338,11,6,25239.0,1,24.99,24.99,24.99,1,24.99,24.99,24.99,1,1,2,6500,560,394,28,57,2,4,n
261,10232,21340,11,6,405231.0,13,9.99,22.99,271.87,2,22.99,22.99,45.98,?,1,2,2600,517,82,19,31,1,24,y
262,10233,21343,11,6,999.09,27,7.0,39.99,493.15,3,12.99,16.79,42.77,?,1,2,2800,503,138,4,46,1,225,y
263,10234,21344,11,6,1754239.0,16,99.99,99.99,299.97,1,99.99,99.99,99.99,?,1,2,1200,499,34,11,49,2,45,y
264,10235,21345,11,6,106.92,4,3.99,29.99,83.96,4,3.99,29.99,83.96,?,1,2,300,80,73,0,42,1,32,y
265,10236,21347,11,6,677032.0,4,49.99,49.99,199.96,1,49.99,49.99,49.99,?,1,2,4000,70,26,2,48,1,15,y
266,10237,21348,11,6,1539344.0,30,9.99,44.99,634.98,6,9.99,29.98,116.93,?,1,2,2900,525,346,13,51,2,7,y
267,10238,21349,11,6,547.28,23,9.99,39.99,369.81,4,9.99,19.99,59.96,?,1,2,600,484,7,2,30,2,52,y
268,10239,21353,11,6,1163666.0,21,14.99,24.99,374.79,4,14.99,19.99,64.96,?,1,2,600,513,21,25,33,2,8,y
269,1024,2088,9,5,566923.0,9,24.99,27.99,248.91,3,27.99,27.99,83.97,?,1,2,300,500,199,5,48,2,140,y
270,10240,21354,11,6,406.38,5,17.99,29.99,113.95,2,17.99,29.99,47.98,?,1,2,4000,578,335,11,51,2,64,y
271,10241,21357,11,6,596145.0,17,3.99,34.99,167.9,3,3.99,12.99,26.98,1,1,2,2700,502,85,17,49,1,6,n
272,10242,21361,11,6,767365.0,15,39.99,139.95,1089.59,2,129.95,129.95,259.9,?,1,2,2400,528,135,4,38,1,4,y
273,10243,21363,11,6,206.22,9,22.99,59.99,317.91,4,22.99,59.99,128.96,4,1,2,7500,543,64,63,34,1,3,y
274,10244,21364,11,6,193602.0,1,179.99,179.99,179.99,1,179.99,179.99,179.99,5,1,2,1500,530,238,13,51,2,5,y
275,10245,21365,11,6,2762793.0,57,0.0,24.99,875.54,15,0.0,24.99,87.92,5,1,2,4000,504,91,19,29,2,15,y
276,10246,21367,11,6,1331313.0,17,32.99,139.99,378.95,1,32.99,32.99,32.99,1,1,2,1200,504,222,7,36,2,16,n
277,10247,21376,11,6,577214.0,6,9.99,13.99,77.94,2,12.99,13.99,26.98,?,1,2,1800,553,183,10,34,2,4,y
278,10248,21377,11,6,1563644.0,11,12.99,129.99,492.89,11,12.99,129.99,492.89,5,1,2,200,447,85,9,43,2,6,y
279,10249,21378,11,6,635.52,9,17.99,39.99,152.89,1,17.99,17.99,17.99,?,1,2,800,495,39,9,26,2,3,n
280,1025,2089,9,5,1728959.0,31,69.99,69.99,699.9,3,69.99,69.99,209.97,?,1,2,600,70,71,4,53,2,12,y
281,10250,21381,11,6,2170036.0,40,9.99,99.95,1025.43,3,9.99,59.99,89.97,?,1,2,4000,581,220,4,54,2,61,y
282,10251,21383,11,6,593301.0,10,9.99,24.99,159.93,1,24.99,24.99,24.99,5,1,2,3500,492,259,17,43,2,12,y
283,10252,21384,11,6,79.87,3,59.99,59.99,119.98,1,59.99,59.99,59.99,4,1,2,1700,478,60,13,33,2,7,n
284,10253,21386,11,6,3665304.0,37,7.99,49.95,571.6,6,8.99,19.99,61.95,1,1,2,200,416,21,8,23,2,37,n
285,10254,21387,11,6,2600428.0,10,299.99,399.99,2099.94,1,399.99,399.99,399.99,5,1,2,300,70,12,5,28,2,32,y
286,10255,21388,11,6,443438.0,21,11.99,24.99,350.79,8,11.99,24.99,136.92,5,1,2,2100,490,221,15,49,2,3,y
287,10256,21389,11,6,698662.0,3,25.2,25.2,25.2,1,25.2,25.2,25.2,?,1,2,900,491,128,2,35,1,10,y
288,10257,21390,11,6,2531239.0,14,17.99,32.99,187.92,3,17.99,32.99,70.97,?,1,2,1400,500,342,1,55,1,68,y
289,10258,21391,11,6,282098.0,4,9.99,9.99,39.96,2,9.99,9.99,19.98,?,1,2,300,524,6,0,72,1,192,y
290,10259,21395,11,6,5110523.0,51,7.99,1499.99,2488.55,10,9.99,39.99,170.91,5,1,2,1600,505,333,13,49,1,43,y
291,1026,2091,9,5,1602642.0,13,12.99,1199.0,11801.99,1,999.0,999.0,999.0,?,1,2,3200,490,183,10,53,1,24,y
292,10260,21396,11,6,3916871.0,50,15.0,69.99,2019.38,9,24.9,49.99,386.63,?,1,2,1500,546,60,4,37,2,112,y
293,10261,21398,11,6,623118.0,26,9.99,24.99,373.78,5,9.99,24.99,72.95,?,1,2,4000,535,29,3,53,2,15,y
294,10262,21399,11,6,733512.0,27,12.99,49.99,436.73,6,12.99,12.99,77.94,5,1,2,4000,517,175,32,38,2,14,y
295,10263,21400,11,6,5276261.0,50,7.0,449.99,9030.63,9,7.0,349.99,710.97,?,1,2,4000,70,112,1,53,1,417,y
296,10264,21401,11,6,295829.0,13,9.99,11.99,91.91,1,9.99,9.99,9.99,?,?,?,3000,524,222,9,50,2,21,n
297,10265,21402,11,6,655028.0,12,7.0,29.99,88.96,2,7.0,14.99,21.99,5,1,2,600,511,13,19,30,2,15,y
298,10266,23549,13,6,6887074.0,62,4.99,99.99,764.74,9,4.99,29.99,139.92,5,1,2,8500,510,8,115,34,1,5,y
299,10267,21405,11,6,165463.0,1,8.99,8.99,8.99,1,8.99,8.99,8.99,?,1,2,4000,556,75,2,59,2,160,y
300,10268,21406,11,6,515057.0,8,3.99,39.99,145.92,4,3.99,39.99,72.96,?,1,2,4000,510,231,16,88,2,7,y
301,10269,21407,11,6,55308.0,2,45.0,45.0,90.0,1,45.0,45.0,45.0,5,1,2,1000,483,6,2,20,2,24,y
302,1027,38721,10,7,1473538.0,10,19.99,19.99,99.95,2,19.99,19.99,39.98,5,1,2,9500,485,224,24,60,2,54,y
303,10270,21411,11,6,782.97,8,10.0,24.99,124.97,1,10.0,10.0,10.0,?,?,?,600,568,62,1,30,2,68,n
304,10271,21413,11,6,2145435.0,117,9.99,499.99,15857.42,2,159.99,169.99,329.98,?,1,2,600,543,82,1,47,2,208,y
305,10272,21414,11,6,129363.0,2,17.99,17.99,35.98,1,17.99,17.99,17.99,?,1,2,600,70,14,1,23,2,263,y
306,10273,21415,11,6,578924.0,11,55.96,59.99,527.78,1,59.99,59.99,59.99,5,1,2,600,448,34,17,28,2,13,y
307,10274,21418,11,6,259544.0,2,19.99,19.99,39.98,1,19.99,19.99,19.99,5,1,2,1000,464,42,30,48,1,7,y
308,10275,21420,11,6,366521.0,15,3.99,49.99,225.86,15,3.99,49.99,225.86,5,1,2,7500,530,67,42,47,1,9,y
309,10276,21422,11,6,219284.0,5,9.99,24.99,109.95,1,24.99,24.99,24.99,5,1,2,2600,472,130,15,31,2,10,y
310,10277,21425,11,6,501243.0,7,9.99,59.99,181.93,5,9.99,59.99,155.95,5,1,2,1500,588,377,3,63,1,84,y
311,10278,21429,11,6,339104.0,11,25.0,39.9,424.0,2,39.9,39.9,79.8,?,?,?,600,614,90,3,31,2,28,n
312,10279,21434,11,6,10893502.0,35,229.99,1199.99,19129.65,1,749.99,749.99,749.99,?,?,?,600,70,12,1,19,2,18,n
313,1028,2093,9,5,2286628.0,25,12.99,19.95,298.66,4,12.99,12.99,51.96,?,1,2,900,577,69,7,54,1,58,y
314,10280,21435,11,6,2841038.0,50,6.99,69.99,568.67,8,7.99,22.99,102.92,?,1,2,600,491,121,11,39,2,3,y
315,10281,21436,11,6,1365508.0,18,14.99,24.99,107.96,1,24.99,24.99,24.99,?,1,2,1000,499,219,13,47,2,4,y
316,10282,21438,11,6,1871431.0,29,6.99,24.99,462.71,5,6.99,24.99,81.95,?,1,2,2500,512,96,20,45,1,24,y
317,10283,21440,11,6,2169498.0,11,38.99,299.99,1177.86,2,39.99,299.99,339.98,5,1,2,2000,504,221,3,59,2,30,y
318,10284,21441,11,6,550693.0,2,159.99,159.99,319.98,1,159.99,159.99,159.99,?,1,2,600,560,49,7,23,2,20,n
319,10285,21444,11,6,248.06,5,9.99,49.99,129.95,2,9.99,49.99,59.98,5,1,2,4000,582,223,6,44,2,113,y
320,10286,21445,11,6,372628.0,10,9.99,39.95,309.62,2,9.99,39.95,49.94,?,1,2,2200,494,133,11,40,2,60,y
321,10287,21447,11,6,2179977.0,14,29.99,59.99,509.87,6,29.99,59.99,239.94,5,1,2,?,?,?,0,33,2,5,y
322,10288,21451,11,6,288.9,3,36.99,36.99,73.98,1,36.99,36.99,36.99,?,1,2,900,505,86,1,37,2,221,n
323,10289,22063,11,6,249.53,2,39.99,39.99,79.98,1,39.99,39.99,39.99,2,1,2,2700,574,170,9,33,2,53,n
324,1029,2094,9,5,1403.07,21,12.99,29.99,297.84,7,12.99,29.99,123.93,5,1,2,5000,582,358,4,61,2,10,y
325,10290,21453,11,6,915156.0,22,5.0,79.99,624.79,12,5.0,79.99,304.87,5,1,2,100,70,9,0,27,2,17,y
326,10291,21455,11,6,818459.0,11,9.99,129.99,507.89,5,9.99,129.99,228.95,3,1,2,?,?,?,0,68,2,12,y
327,10292,21456,11,6,2317801.0,7,7.99,89.99,255.95,1,7.99,7.99,7.99,4,1,2,300,570,1,1,31,2,8,n
328,10293,21460,11,6,2246156.0,56,24.99,59.99,2154.49,5,29.99,59.99,219.95,5,1,2,4000,526,87,10,46,2,40,y
329,10294,21463,11,6,5875.0,1,?,?,?,1,?,?,?,1,1,1,4000,552,223,4,71,2,93,n
330,10295,21465,11,6,1177572.0,34,3.9,17.99,159.15,6,3.9,14.99,55.81,?,1,2,800,541,44,4,36,2,238,y
331,10296,21467,11,6,822181.0,33,5.0,39.99,599.71,8,9.99,29.99,125.92,1,1,?,800,520,71,20,27,1,15,n
332,10297,21468,11,6,713612.0,13,29.99,139.99,1309.87,4,39.99,139.99,419.96,1,1,2,600,490,53,15,41,2,166,n
333,10298,39644,10,7,0.0,8,4.99,39.99,194.88,8,4.99,39.99,194.88,?,?,?,5000,516,4,10,44,2,11,n
334,10299,21471,11,6,170798.0,3,149.99,169.99,489.97,1,169.99,169.99,169.99,?,1,2,1600,461,39,13,49,2,18,y
335,103,256,7,5,498759.0,15,599.0,699.0,9352.0,1,699.0,699.0,699.0,5,1,2,500,399,2,1,27,1,23,y
336,1030,2096,9,5,83731.0,3,8.99,8.99,26.97,2,8.99,8.99,17.98,?,?,?,600,557,120,1,36,1,72,n
337,10300,21473,11,6,788398.0,12,7.0,17.99,167.9,4,9.99,17.99,58.96,?,1,2,600,444,45,1,39,1,5,y
338,10301,46120,15,7,2097798.0,30,12.99,579.99,3542.84,5,49.99,579.99,1159.95,?,1,2,900,463,20,30,26,2,6,y
339,10302,21475,11,6,869761.0,23,4.99,16.99,77.94,2,4.99,16.99,21.98,?,1,2,4000,573,73,6,52,2,23,y
340,10303,21476,11,6,7958.43,49,3.99,69.99,1039.59,15,3.99,25.0,282.86,5,1,2,4000,514,139,12,32,2,15,y
341,10304,37638,9,7,584705.0,12,9.99,16.99,75.94,2,9.99,12.99,22.98,5,1,2,3700,549,186,44,46,2,17,y
342,10305,46740,16,7,122368.0,4,3.99,14.99,33.97,1,14.99,14.99,14.99,3,1,2,1500,473,11,17,29,1,4,n
343,10306,21480,11,6,8328399.0,80,9.99,120.0,1878.1,14,9.99,74.95,405.78,?,1,2,4000,526,135,17,44,2,30,y
344,10307,21481,11,6,149641.0,1,14.99,14.99,14.99,1,14.99,14.99,14.99,5,1,2,4000,533,212,10,69,1,5,y
345,10308,21491,11,6,7689921.0,36,3.99,79.99,658.06,7,3.99,49.99,118.14,5,1,2,2500,495,146,7,36,2,270,y
346,10309,21494,11,6,366411.0,10,9.99,15.99,73.94,2,9.99,13.99,23.98,?,?,?,?,?,?,0,34,2,7,n
347,1031,2098,9,5,361872.0,6,34.99,34.99,209.94,1,34.99,34.99,34.99,?,1,2,1000,486,53,14,33,2,68,n
348,10310,21496,11,6,88233.0,6,9.99,29.98,109.92,2,9.99,29.98,39.97,?,1,2,4000,531,170,1,37,2,49,y
349,10311,21498,11,6,148792.0,7,17.99,20.0,131.96,2,17.99,20.0,37.99,?,1,2,300,571,4,1,26,2,137,y
350,10312,21499,11,6,1125563.0,4,7.99,29.99,60.96,4,7.99,29.99,60.96,?,1,2,900,497,374,7,65,2,54,y
351,10313,21502,11,6,7966672.0,13,44.99,89.99,554.91,1,59.99,59.99,59.99,?,1,2,1500,512,445,10,61,1,15,y
352,10314,21503,11,6,675588.0,27,7.0,24.99,437.76,4,7.0,24.99,57.97,?,?,?,800,481,123,10,37,2,15,n
353,10315,21504,11,6,439975.0,5,9.99,19.99,89.95,1,19.99,19.99,19.99,?,1,2,1200,552,49,9,49,2,348,y
354,10316,21506,11,6,303919.0,4,379.0,399.0,1536.0,1,379.0,379.0,379.0,5,1,2,300,462,112,11,42,1,13,y
355,10317,21512,11,6,911518.0,18,17.95,19.99,303.52,4,17.95,19.99,75.88,?,1,2,1100,70,51,2,47,2,387,y
356,10318,21514,11,6,99559.0,1,19.99,19.99,19.99,1,19.99,19.99,19.99,?,1,2,600,70,58,0,33,2,641,y
357,10319,21517,11,6,1175035.0,8,3.99,29.0,80.93,3,3.99,9.99,23.97,?,1,2,600,70,30,0,38,1,550,y
358,1032,2100,9,5,310847.0,6,79.99,89.99,329.96,1,79.99,79.99,79.99,?,?,?,2500,70,217,11,40,2,21,n
359,10320,21518,11,6,176487.0,3,0.0,0.0,0.0,2,0.0,0.0,0.0,1,1,6,600,493,48,6,29,2,5,n
360,10321,21521,11,6,802574.0,6,12.99,17.99,92.94,2,12.99,17.99,30.98,?,1,2,800,557,64,6,31,2,69,y
361,10322,21522,11,6,10632.0,3,24.99,24.99,74.97,1,24.99,24.99,24.99,?,?,?,25000,543,102,41,60,2,13,n
362,10323,21523,11,6,2084832.0,26,24.99,99.99,2124.71,6,39.99,99.99,509.94,5,1,2,1200,609,172,16,50,1,12,y
363,10324,21525,11,6,805726.0,26,19.3,59.95,664.63,3,19.3,29.99,68.59,?,1,2,1000,569,36,2,58,2,41,y
364,10325,21526,11,6,3991402.0,33,9.99,44.95,751.0,4,9.99,34.99,92.96,?,1,2,600,554,208,10,35,2,143,y
365,10326,21527,11,6,800946.0,30,13.99,59.99,591.8,6,13.99,59.99,173.94,5,1,2,2500,557,454,13,49,2,80,y
366,10327,49748,18,7,2435624.0,29,6.99,17.99,248.78,8,6.99,7.0,55.94,5,1,2,2500,523,475,12,64,1,32,y
367,10328,21529,11,6,539734.0,21,7.99,54.99,348.79,3,14.99,14.99,44.97,2,1,2,600,592,30,7,62,2,192,n
368,10329,21531,11,6,2163357.0,78,12.99,59.99,2772.33,4,34.99,49.99,173.97,1,1,2,1500,535,69,23,55,2,4,n
369,1033,2104,9,5,5168608.0,51,6.95,26.99,521.37,11,6.95,26.99,143.77,1,1,2,4000,548,59,21,31,2,45,n
370,10330,21532,11,6,1598696.0,72,29.95,149.0,1201.11,6,32.99,149.0,407.78,5,1,2,2400,519,241,11,38,2,10,y
371,10331,21535,11,6,1293577.0,18,4.99,19.99,189.85,3,4.99,19.99,37.97,?,1,2,600,509,221,10,48,2,6,y
372,10332,21536,11,6,301.01,8,44.99,299.99,389.97,2,44.99,299.99,344.98,5,1,2,300,410,1,0,31,2,39,y
373,10333,21537,11,6,1438194.0,42,3.0,29.99,464.85,4,3.99,20.0,63.99,5,1,2,?,?,?,0,23,1,14,y
374,10334,21538,11,6,307324.0,4,179.99,229.99,869.96,1,229.99,229.99,229.99,?,?,?,300,489,187,19,73,1,134,y
375,10335,21539,11,6,192602.0,3,24.99,24.99,74.97,1,24.99,24.99,24.99,?,1,2,200,432,67,6,28,2,7,y
376,10336,21541,11,6,1571474.0,7,54.99,69.99,424.93,1,54.99,54.99,54.99,3,1,2,800,430,29,1,42,1,123,n
377,10337,21544,11,6,846739.0,42,12.99,59.99,1418.58,5,12.99,59.99,162.95,?,?,?,1000,536,194,14,51,1,107,n
378,10338,21546,11,6,987042.0,15,29.95,34.99,394.75,2,29.95,29.99,59.94,?,1,2,1000,557,232,1,51,2,15,y
379,10339,21548,11,6,826914.0,21,3.99,89.95,1043.37,5,29.99,89.95,269.83,?,1,2,1400,498,44,12,44,2,79,y
380,1034,2105,9,5,1735786.0,23,17.95,129.99,1419.64,3,17.95,129.99,165.89,?,1,2,600,420,12,3,23,2,77,y
381,10340,21550,11,6,1759983.0,34,5.99,44.99,882.67,21,5.99,44.99,407.79,?,1,2,200,562,103,3,41,2,394,y
382,10341,21551,11,6,1398964.0,12,599.99,1499.99,6639.92,2,599.99,599.99,1199.98,5,1,2,4000,542,166,11,45,1,37,y
383,10342,21552,11,6,913.7,20,9.99,49.99,321.15,3,9.99,49.99,79.97,?,1,2,600,434,45,5,31,2,32,y
384,10343,43542,13,7,78401.0,3,19.95,19.95,39.9,1,19.95,19.95,19.95,5,1,2,1000,494,143,7,42,2,5,y
385,10344,21555,11,6,668486.0,3,59.99,59.99,179.97,2,59.99,59.99,119.98,5,1,2,1700,513,18,71,48,2,5,y
386,10345,21558,11,6,370685.0,8,6.99,29.99,145.92,8,6.99,29.99,145.92,?,1,2,5000,529,223,34,50,2,23,y
387,10346,21559,11,6,1015.04,15,9.99,54.99,504.88,7,9.99,54.99,134.96,?,1,2,200,457,57,6,30,2,19,y
388,10347,21561,11,6,365371.0,2,799.99,799.99,1599.98,1,799.99,799.99,799.99,1,1,2,2500,530,341,24,49,2,10,n
389,10348,21562,11,6,2708473.0,31,6.99,94.95,1215.17,8,12.99,94.95,271.8,?,1,2,800,476,24,2,46,2,25,y
390,10349,21563,11,6,184662.0,6,12.99,12.99,77.94,2,12.99,12.99,25.98,5,1,2,2500,578,439,16,52,1,27,y
391,1035,2106,9,5,550.82,5,19.99,25.95,111.87,1,19.99,19.99,19.99,1,1,2,1500,529,261,8,64,2,14,n
392,10350,21564,11,6,61896.0,10,6.9,6.9,69.0,1,6.9,6.9,6.9,?,?,?,2300,553,176,8,49,1,21,n
393,10351,21566,11,6,274075.0,3,399.99,399.99,1199.97,1,399.99,399.99,399.99,5,1,2,7500,487,141,34,46,2,6,y
394,10352,21567,11,6,3437151.0,6,3.99,29.99,71.95,3,3.99,29.99,37.97,5,1,2,3000,528,333,10,62,1,27,y
395,10353,21568,11,6,1221349.0,4,39.99,39.99,79.98,1,39.99,39.99,39.99,1,1,?,?,?,?,0,33,1,17,n
396,10354,21569,11,6,242993.0,11,12.99,39.99,251.89,11,12.99,39.99,251.89,5,1,2,2500,502,320,13,59,2,10,y
397,10355,21573,11,6,156605.0,5,3.99,59.95,173.83,5,3.99,59.95,173.83,?,?,?,4000,70,180,1,44,2,22,y
398,10356,21577,11,6,56107.0,5,39.99,99.95,379.83,1,99.95,99.95,99.95,?,?,?,300,497,18,0,45,2,33,n
399,10357,21578,11,6,1503917.0,7,8.39,8.39,41.95,1,8.39,8.39,8.39,?,1,2,600,541,7,2,47,2,98,y
400,10358,21580,11,6,132737.0,1,24.99,24.99,24.99,0,?,?,?,?,1,2,4000,511,234,19,43,2,4,y
401,10359,21582,11,6,601313.0,8,15.95,21.95,141.68,1,19.99,19.99,19.99,5,1,2,1600,515,86,19,30,3,33,y
402,1036,2107,9,5,243133.0,6,49.99,49.99,149.97,2,49.99,49.99,99.98,5,0,0,600,410,15,14,84,1,156,y
403,10360,21584,11,6,2532.84,12,9.99,14.99,129.89,4,9.99,14.99,49.96,?,1,2,4000,577,112,3,55,2,123,y
404,10361,21586,11,6,321296.0,12,9.99,17.99,143.88,5,9.99,17.99,61.95,?,?,?,600,557,66,3,40,2,121,n
405,10362,21592,11,6,1983227.0,41,7.0,79.99,303.13,2,10.0,14.99,24.99,5,1,2,800,567,170,5,43,2,99,y
