,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,bStep_count,countLog,modes,diffCounts,durCount,order
1206,1207,8,5,631432.0,35,1.0,4.99,106.98,2,3.0,4.99,7.99,5,0,0,300,449,73,12,52,1,21,3,8,1,33,18040.914285714287,1
1211,1212,8,5,934214.0,14,24.99,149.9,714.77,1,49.99,49.99,49.99,1,1,2,600,597,204,1,45,1,149,0,2,1,13,66729.57142857143,0
1219,1220,8,5,3107698.0,18,12.99,99.99,738.58,2,34.99,99.99,134.98,1,0,0,600,464,171,1,33,2,114,0,5,1,16,172649.88888888888,0
1224,1225,8,5,2400845.0,25,19.99,69.99,273.93,1,32.0,32.0,32.0,1,1,2,600,490,16,10,56,1,17,0,2,1,24,96033.8,0
1244,1245,8,5,1714808.0,16,3.0,19.99,178.38,1,9.99,9.99,9.99,1,1,1,100,528,38,10,26,2,17,0,2,1,15,107175.5,0
1248,1249,8,5,12375129.0,23,19.99,299.99,879.77,4,19.99,59.99,129.96,1,1,-1,2600,528,57,28,28,2,11,1,10,1,19,538049.0869565217,0
1256,1257,8,5,831319.0,22,7.99,59.95,885.3,1,45.95,45.95,45.95,1,1,2,3000,463,173,16,36,2,11,0,2,1,21,37787.22727272727,0
1259,1260,8,5,118369.0,1,59.99,59.99,59.99,1,59.99,59.99,59.99,5,1,2,4300,519,178,19,42,2,26,4,6,4,0,118369.0,1
1308,1309,8,5,83947.0,1,59.99,59.99,59.99,1,59.99,59.99,59.99,5,1,2,5000,469,1,10,42,2,11,3,6,1,0,83947.0,1
1309,1310,8,5,10573733.0,191,3.99,49.99,2919.81,21,4.99,29.99,336.84,5,1,2,800,481,45,14,40,1,11,15,85,1,170,55359.858638743455,1
1313,1314,8,5,1914194.0,11,29.0,59.95,198.89,2,59.95,59.95,119.9,5,1,2,2200,526,214,19,46,2,22,4,12,1,9,174017.63636363635,1
1315,1316,8,5,72302.0,1,29.99,29.99,29.99,1,29.99,29.99,29.99,1,1,-1,600,500,37,12,37,2,39,0,5,1,0,72302.0,0
1317,1318,8,5,2554533.0,98,8.9,69.99,1912.66,3,15.0,29.99,44.99,1,1,-1,7000,522,33,14,30,2,11,3,12,1,95,26066.663265306124,1
1318,1319,8,5,1723794.0,5,24.99,59.99,194.95,1,59.99,59.99,59.99,2,1,2,4000,554,221,23,53,2,17,0,2,2,4,344758.8,1
1327,1328,8,5,193099.0,1,59.99,59.99,59.99,1,59.99,59.99,59.99,5,1,2,600,461,62,15,33,2,24,5,9,1,0,193099.0,1
1328,1329,8,5,15826.0,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1,1,-1,8500,459,127,12,30,2,36,0,2,1,0,15826.0,0
1336,1337,8,5,504169.0,5,34.99,999.0,1193.97,1,79.99,79.99,79.99,3,1,2,2800,493,233,11,48,1,13,1,2,3,4,100833.8,0
1347,1348,8,5,475396.0,6,149.99,149.99,449.97,1,149.99,149.99,149.99,5,1,2,8500,536,139,19,44,1,28,6,8,4,5,79232.66666666667,1
1352,1353,8,5,1606381.0,48,299.99,1049.99,26306.55,1,529.99,529.99,529.99,5,1,2,300,474,10,14,36,1,31,3,6,1,47,33466.270833333336,1
1354,1355,8,5,42465.0,3,34.99,34.99,104.97,1,34.99,34.99,34.99,4,1,2,1100,545,58,313,28,2,14,2,5,1,2,14155.0,0
1369,1370,8,5,3710632.0,68,5.0,79.99,3366.76,2,59.99,79.95,139.94,5,1,2,1500,598,345,7,52,2,145,10,14,4,66,54568.117647058825,1
1370,1371,8,5,995435.0,18,12.99,49.99,148.93,2,12.99,19.99,32.98,5,1,2,4000,499,86,18,30,2,11,4,6,4,16,55301.944444444445,1
1372,1373,8,5,1469105.0,34,6.99,9.99,292.66,11,7.99,9.99,96.89,1,1,2,9000,560,451,10,59,2,45,0,32,1,23,43208.970588235294,0
1381,1382,8,5,4192509.0,15,9.99,14.99,162.82,2,9.99,12.99,22.98,5,1,2,2700,518,149,10,44,2,38,10,19,1,13,279500.6,1
1382,1383,8,5,355084.0,4,19.99,19.99,39.98,1,19.99,19.99,19.99,1,1,-1,900,545,98,15,28,2,13,0,3,1,3,88771.0,0
1385,1386,8,5,292071.0,6,7.99,7.99,47.94,1,7.99,7.99,7.99,3,1,2,4000,595,276,18,42,2,24,1,4,1,5,48678.5,0
1389,1390,8,5,196178.0,3,179.99,179.99,539.97,1,179.99,179.99,179.99,5,1,2,500,420,11,3,39,1,179,3,4,3,2,65392.666666666664,1
1398,1399,9,5,558085.0,2,10.99,10.99,21.98,2,10.99,10.99,21.98,5,1,2,5000,481,35,25,29,1,11,3,7,1,0,279042.5,1
1405,1406,9,5,104.73,2,499.99,499.99,999.98,1,499.99,499.99,499.99,5,1,2,0,405,6,6,26,1,220,3,5,1,1,52.365,0
1410,1411,9,5,508891.0,3,999.99,999.99,999.99,1,999.99,999.99,999.99,1,1,2,3000,543,451,14,62,2,12,0,2,1,2,169630.33333333334,0
1411,1412,9,5,1067016.0,25,10.99,49.99,557.75,3,10.99,49.99,75.97,1,1,-1,800,524,13,19,58,2,29,0,9,1,22,42680.64,0
1416,1417,9,5,1092218.0,16,12.99,39.99,272.87,2,19.99,39.99,59.98,5,1,2,600,481,42,11,53,2,15,3,14,2,14,68263.625,1
1419,1420,9,5,2532168.0,48,4.99,24.99,375.65,2,4.99,24.99,29.98,1,1,2,1300,611,220,2,44,2,61,0,4,1,46,52753.5,0
1425,1426,9,5,2360652.0,48,69.99,299.99,8557.54,5,69.99,219.99,829.95,5,1,2,300,442,109,12,44,2,18,5,20,1,43,49180.25,1
1430,1431,9,5,490.51,11,9.99,59.99,129.97,1,59.99,59.99,59.99,4,1,2,300,469,14,10,38,2,16,2,5,4,10,44.591818181818184,0
1432,1433,9,5,25673.0,1,19.95,19.95,19.95,1,19.95,19.95,19.95,1,1,-1,2500,551,415,10,57,2,13,0,2,1,0,25673.0,0
1438,1439,9,5,1877705.0,13,3.99,19.99,197.88,1,3.99,3.99,3.99,5,0,0,5000,534,272,11,70,2,54,3,7,1,12,144438.84615384616,1
1445,1446,9,5,568277.0,8,9.99,9.99,79.92,1,9.99,9.99,9.99,4,1,2,300,384,0,0,27,2,27,2,10,2,7,71034.625,0
1457,1458,9,5,152442.0,1,39.99,39.99,39.99,1,39.99,39.99,39.99,5,1,2,200,445,180,6,44,2,10,3,5,2,0,152442.0,1
1467,1468,9,5,577556.0,13,10.99,699.99,1312.9,1,129.99,129.99,129.99,5,1,2,2500,585,220,15,68,2,11,9,11,3,12,44427.38461538462,1
1472,1473,9,5,1522.54,11,16.8,599.0,1907.35,4,16.8,599.0,735.78,1,1,-1,300,481,17,6,25,2,16,9,21,1,7,138.41272727272727,0
1473,1474,9,5,2336161.0,18,25.2,34.99,531.92,4,25.2,34.99,120.38,5,1,2,7700,511,223,18,46,2,11,8,15,4,14,129786.72222222222,1
1475,1476,9,5,48873.0,2,89.99,89.99,179.98,1,89.99,89.99,89.99,1,1,-1,4000,558,175,6,46,2,50,0,3,1,1,24436.5,0
1480,1481,9,5,223597.0,4,729.99,729.99,2189.97,1,729.99,729.99,729.99,5,1,2,300,430,75,15,49,2,29,3,6,2,3,55899.25,1
1483,1484,9,5,920656.0,3,349.99,349.99,1049.97,1,349.99,349.99,349.99,1,1,1,1800,80,222,0,44,2,54,0,2,1,2,306885.3333333333,0
1487,1488,9,5,609755.0,16,9.99,22.99,309.84,3,16.99,22.99,59.97,5,1,2,2500,546,133,20,51,1,17,7,11,4,13,38109.6875,1
1488,1489,9,5,446526.0,6,9.99,19.99,94.94,2,14.99,19.99,34.98,5,1,2,2000,497,100,21,28,2,31,8,13,4,4,74421.0,1
1489,1490,9,5,43014.0,2,34.99,34.99,69.98,1,34.99,34.99,34.99,1,1,2,10000,533,69,83,59,1,10,0,3,1,1,21507.0,0
1491,1492,9,5,2281158.0,21,3.99,24.99,204.8,1,7.99,7.99,7.99,3,1,2,500,400,47,10,47,2,171,1,2,3,20,108626.57142857143,0
1492,1493,9,5,616858.0,8,3.99,29.95,137.68,8,3.99,29.95,137.68,5,1,2,4000,543,306,7,57,1,246,5,22,1,0,77107.25,1
1495,1496,9,5,3288018.0,23,5.0,17.99,189.9,1,14.99,14.99,14.99,1,1,2,600,70,269,1,46,2,319,3,11,1,22,142957.30434782608,0
1496,1497,9,5,620603.0,5,599.99,849.99,3649.95,1,599.99,599.99,599.99,5,1,2,1400,562,63,12,43,2,138,4,6,4,4,124120.6,1
1514,1515,9,5,2562.0,1,22.99,22.99,22.99,1,22.99,22.99,22.99,1,1,1,5000,487,134,32,34,2,10,0,2,1,0,2562.0,0
1520,1521,9,5,6258242.0,92,4.99,199.95,4448.22,6,17.99,49.99,172.94,2,1,2,600,510,83,6,45,2,59,0,13,2,86,68024.36956521739,0
1535,1536,9,5,12508.52,98,1.0,20.0,914.9,7,4.0,15.0,66.99,1,1,1,5500,534,215,92,39,2,12,0,14,1,91,127.63795918367347,0
1556,1557,9,5,3461073.0,4,39.99,44.99,169.96,2,39.99,44.99,84.98,2,1,2,1400,436,24,8,30,2,14,3,10,1,2,865268.25,0
1563,1564,9,5,7307775.0,5,39.99,39.99,39.99,1,39.99,39.99,39.99,5,1,2,5000,566,121,94,60,2,15,3,4,3,4,1461555.0,1
1577,1578,9,5,297849.0,3,39.99,39.99,119.97,1,39.99,39.99,39.99,1,1,-1,8500,531,96,15,37,2,30,8,14,1,2,99283.0,0
1581,1582,9,5,331958.0,2,39.99,39.99,79.98,2,39.99,39.99,79.98,5,1,2,2500,566,332,75,49,1,10,3,7,2,0,165979.0,1
1588,1589,9,5,324704.0,17,29.99,79.99,809.83,2,29.99,29.99,59.98,1,1,2,600,495,213,8,52,1,20,1,5,1,15,19100.235294117647,0
1604,1605,9,5,3704591.0,15,79.95,129.99,929.88,1,129.99,129.99,129.99,3,1,2,10000,529,53,183,54,1,10,1,4,1,14,246972.73333333334,0
1611,1612,9,5,3556076.0,65,4.0,129.95,1520.99,5,5.0,59.95,94.44,5,1,2,1100,483,172,9,49,2,27,18,34,4,60,54708.86153846154,1
1614,1615,9,5,48704.0,2,79.99,79.99,159.98,1,79.99,79.99,79.99,2,1,2,1000,545,80,9,38,2,98,0,3,2,1,24352.0,0
1624,1625,9,5,114421.0,1,39.99,39.99,39.99,1,39.99,39.99,39.99,5,1,2,300,466,1,1,33,1,38,3,6,2,0,114421.0,1
1626,1627,9,5,5367897.0,22,24.99,239.99,2014.81,2,39.99,71.99,111.98,5,1,2,13000,522,103,21,65,2,18,16,23,4,20,243995.31818181818,1
1649,1650,9,5,1792273.0,17,11.99,89.95,433.71,2,14.99,14.99,29.98,2,1,2,300,396,11,22,25,1,56,0,5,2,15,105427.82352941176,0
1652,1653,9,5,38136.0,2,59.99,59.99,59.99,2,59.99,59.99,59.99,1,1,-1,1600,500,29,13,47,2,13,0,4,1,0,19068.0,0
1653,1654,9,5,1302352.0,30,25.0,79.95,1503.8,2,25.0,54.95,79.95,1,1,2,300,576,3,1,28,2,101,0,6,1,28,43411.73333333333,0
1656,1657,9,5,535382.0,8,79.99,199.99,999.92,1,99.99,99.99,99.99,5,1,2,8500,544,218,10,57,2,68,3,5,2,7,66922.75,1
1681,1682,9,5,65244.0,2,119.99,119.99,239.98,1,119.99,119.99,119.99,1,1,2,1000,451,5,0,33,1,31,0,2,1,1,32622.0,0
1684,1685,9,5,1116184.0,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1,1,-1,300,464,0,0,44,2,28,0,3,1,0,1116184.0,0
1687,1688,9,5,2396073.0,9,4.99,9.99,64.93,4,9.99,9.99,39.96,5,1,2,1700,70,102,0,52,2,493,6,38,2,5,266230.3333333333,1
1691,1692,9,5,71428.0,1,22.99,22.99,22.99,1,22.99,22.99,22.99,5,1,2,5000,488,138,2,41,1,12,4,6,4,0,71428.0,1
1705,1706,9,5,18541.0,1,99.99,99.99,99.99,1,99.99,99.99,99.99,1,1,-1,1500,555,223,7,71,2,207,0,2,1,0,18541.0,0
1718,1719,9,5,31222.0,4,62.99,62.99,188.97,1,62.99,62.99,62.99,2,1,2,600,464,333,1,20,1,25,0,2,2,3,7805.5,0
1720,1721,9,5,1894454.0,5,249.99,249.99,1249.95,2,249.99,249.99,499.98,5,1,2,800,484,36,19,27,2,41,8,17,1,3,378890.8,1
1723,1724,9,5,324019.0,4,3.0,9.99,18.99,3,3.0,9.99,15.99,5,1,2,800,440,51,42,61,2,14,4,10,1,1,81004.75,1
1726,1727,9,5,11435.53,23,7.99,999.0,1308.0,1,24.9,24.9,24.9,4,1,2,10000,562,222,321,53,1,10,2,5,1,22,497.19695652173914,0
1727,1728,9,5,2701.7,78,5.99,139.99,1165.38,16,5.99,79.99,267.84,5,1,2,300,489,66,21,38,2,61,7,45,1,62,34.63717948717949,1
1746,1747,9,5,445638.0,5,14.99,17.99,80.95,1,14.99,14.99,14.99,1,1,-1,1700,446,48,21,26,2,14,3,14,1,4,89127.6,0
1747,1748,9,5,312944.0,1,24.99,24.99,24.99,1,24.99,24.99,24.99,5,1,2,5000,516,160,82,52,1,10,5,7,4,0,312944.0,1
1759,1760,9,5,679027.0,2,159.0,159.0,318.0,1,159.0,159.0,159.0,1,1,2,700,469,84,11,61,2,31,4,8,1,1,339513.5,0
1761,1762,9,5,204852.0,1,39.99,39.99,39.99,1,39.99,39.99,39.99,3,1,2,25000,553,348,232,58,1,10,1,4,2,0,204852.0,0
1773,1774,9,5,2383409.0,6,9.99,179.99,409.95,4,9.99,179.99,229.96,5,1,2,2800,535,131,31,49,2,43,11,21,1,2,397234.8333333333,1
1776,1777,9,5,1839537.0,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1,1,-1,3000,535,158,12,58,1,14,0,6,1,0,1839537.0,0
1786,1787,9,5,802714.0,19,19.99,169.99,1629.81,5,29.99,169.99,429.95,5,1,2,2300,503,22,30,29,2,14,5,17,1,14,42248.10526315789,1
1795,1796,9,5,872045.0,2,39.99,39.99,79.98,1,39.99,39.99,39.99,2,1,2,2300,602,321,8,57,2,19,0,2,2,1,436022.5,0
1819,1820,9,5,660255.0,12,19.99,119.99,519.94,2,19.99,119.99,139.98,1,1,2,500,432,2,2,40,1,40,4,7,3,10,55021.25,1
1832,1833,9,5,1156248.0,11,39.99,799.99,3484.9,4,39.99,799.99,894.97,1,1,2,2300,472,142,16,29,1,23,8,16,3,7,105113.45454545454,0
1846,1847,9,5,1238417.0,39,3.0,99.99,708.84,3,3.0,7.0,17.0,1,1,-1,200,395,66,11,35,1,22,0,6,1,36,31754.28205128205,0
1851,1852,9,5,14834034.0,165,0.0,899.0,2414.5,17,0.0,20.0,119.92,1,1,1,1100,442,64,40,48,2,13,14,65,1,148,89903.23636363636,1
1852,1853,9,5,59409.0,1,179.99,179.99,179.99,1,179.99,179.99,179.99,1,1,-1,1600,472,81,9,42,1,40,0,2,1,0,59409.0,0
1859,1860,9,5,101707.0,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1,1,-1,600,486,19,3,31,1,37,1,8,1,0,101707.0,0
1879,1880,9,5,589078.0,1,299.99,299.99,299.99,1,299.99,299.99,299.99,1,1,2,300,495,109,5,41,2,64,0,2,1,0,589078.0,0
1886,1887,9,5,1022348.0,3,89.99,89.99,269.97,3,89.99,89.99,269.97,5,1,2,7500,523,485,5,84,1,30,7,15,1,0,340782.6666666667,1
1890,1891,9,5,889132.0,18,12.99,24.99,245.82,1,12.99,12.99,12.99,1,1,-1,600,492,126,7,30,2,13,3,14,1,17,49396.22222222222,0
1896,1897,9,5,716744.0,27,9.99,29.99,315.84,3,14.99,19.99,51.97,5,1,2,4000,513,155,10,58,2,17,12,16,4,24,26546.074074074073,1
1897,1898,9,5,746607.0,6,49.99,59.99,169.97,1,59.99,59.99,59.99,1,1,-1,2800,514,342,4,50,2,54,2,7,1,5,124434.5,0
1898,1899,9,5,85.23,2,9.99,9.99,19.98,1,9.99,9.99,9.99,1,1,-1,5000,504,6,56,58,2,10,0,4,1,1,42.615,0
1901,1902,9,5,58152.0,3,39.99,39.99,39.99,1,39.99,39.99,39.99,3,1,2,10300,519,237,5,49,2,24,1,3,2,2,19384.0,0
1904,1905,9,5,111726.0,2,29.95,29.95,59.9,1,29.95,29.95,29.95,5,1,2,2000,409,61,12,28,1,33,3,5,1,1,55863.0,1
1909,1910,9,5,725211.0,14,7.99,12.99,88.92,1,12.99,12.99,12.99,5,1,2,600,532,51,5,28,2,21,4,7,3,13,51800.78571428572,1
1912,1913,9,5,753369.0,6,699.99,699.99,4199.94,1,699.99,699.99,699.99,1,1,-1,300,507,67,12,38,1,165,4,21,1,5,125561.5,0
1916,1917,9,5,3201785.0,13,9.99,34.99,230.87,2,12.99,12.99,25.98,1,1,2,600,552,24,2,30,2,253,0,6,1,11,246291.15384615384,0
1926,1927,9,5,948826.0,12,3.99,65.99,462.88,4,3.99,65.99,154.96,5,1,2,2800,535,112,10,52,2,60,8,16,4,8,79068.83333333333,1
1949,1950,9,5,747961.0,13,6.0,14.99,155.9,2,14.99,14.99,29.98,2,1,2,300,592,5,3,58,2,181,0,5,1,11,57535.46153846154,0
1975,1976,9,5,1636646.0,16,79.99,169.99,1889.84,4,79.99,129.99,469.96,1,1,-1,3000,548,49,23,26,2,165,20,41,1,12,102290.375,0
1979,1980,9,5,989455.0,13,9.74,69.99,420.52,3,9.74,44.99,77.42,5,1,2,2800,558,246,10,47,2,173,5,9,3,10,76111.92307692308,1
1985,1986,9,5,1492.23,23,3.99,489.99,2378.8,4,34.99,489.99,654.96,1,1,-1,1500,449,61,28,31,2,16,0,8,1,19,64.8795652173913,0
1988,1989,9,5,5328088.0,23,3.0,499.0,1268.85,4,20.0,64.99,169.97,1,1,2,3000,583,244,20,54,2,14,0,13,1,19,231656.0,0
1996,1997,9,5,846088.0,30,29.99,59.95,1359.62,5,39.99,49.99,229.95,5,1,2,1700,495,89,15,46,2,39,3,16,1,25,28202.933333333334,1
1998,1999,9,5,127332.0,2,609.99,609.99,1219.98,1,609.99,609.99,609.99,1,1,2,8000,479,202,25,48,2,14,1,5,1,1,63666.0,0
2019,2020,9,5,1394185.0,14,99.99,119.99,1659.86,2,119.99,119.99,239.98,3,1,2,2100,524,167,6,35,2,11,10,19,1,12,99584.64285714286,0
2021,2022,9,5,2279793.0,3,299.99,299.99,599.98,1,299.99,299.99,299.99,5,1,2,3000,478,137,11,38,1,113,11,13,4,2,759931.0,1
2022,2023,9,5,496743.0,7,19.99,44.99,184.95,1,39.99,39.99,39.99,5,1,2,300,441,11,7,35,2,47,3,6,2,6,70963.28571428571,1
2027,2028,9,5,11342794.0,76,25.2,89.99,2547.36,5,34.99,60.0,232.58,5,1,2,11000,511,223,79,58,1,10,13,23,4,71,149247.2894736842,1
2033,2034,9,5,1328703.0,21,15.0,999.99,9164.8,3,229.99,699.99,1529.97,1,1,2,600,415,26,18,31,2,184,0,8,1,18,63271.57142857143,0
2039,2040,9,5,1220166.0,13,49.99,89.99,239.96,1,49.99,49.99,49.99,5,1,2,300,549,15,15,51,2,11,8,10,3,12,93858.92307692308,1
2048,2049,9,5,374527.0,2,39.99,39.99,79.98,1,39.99,39.99,39.99,1,1,2,1900,500,165,7,36,2,198,1,10,2,1,187263.5,0
2053,2054,9,5,885528.0,13,299.99,499.99,3099.92,1,399.99,399.99,399.99,5,1,2,4000,566,110,10,50,1,15,3,6,1,12,68117.53846153847,1
2060,2061,9,5,148082.0,2,79.99,149.99,229.98,2,79.99,149.99,229.98,5,1,2,4000,555,331,8,52,2,16,3,8,2,0,74041.0,1
2066,2067,9,5,99374.0,2,89.99,89.99,179.98,1,89.99,89.99,89.99,1,1,2,10000,494,21,92,56,2,10,0,2,1,1,49687.0,0
2071,2072,9,5,250728.0,18,9.99,1299.99,8715.86,6,9.99,1299.99,3469.94,1,1,-1,800,492,3,2,53,1,16,2,23,1,12,13929.333333333334,0
2091,2092,9,5,5414699.0,45,14.99,149.95,2920.06,3,39.99,47.99,135.97,5,1,2,9500,485,224,24,60,2,52,3,11,2,42,120326.64444444445,1
2105,2106,9,5,550.82,5,19.99,25.95,111.87,1,19.99,19.99,19.99,1,1,2,1500,529,261,8,64,2,14,0,14,2,4,110.16400000000002,0
2106,2107,9,5,243133.0,6,49.99,49.99,149.97,2,49.99,49.99,99.98,5,0,0,600,410,15,14,84,1,156,3,7,1,4,40522.166666666664,1
2110,2111,9,5,12961.0,1,14.99,14.99,14.99,1,14.99,14.99,14.99,1,1,2,1000,529,139,16,40,2,13,0,3,1,0,12961.0,0
2120,2121,9,5,26831.0,2,1799.99,1799.99,3599.98,1,1799.99,1799.99,1799.99,1,1,-1,800,492,3,2,53,1,16,0,3,1,1,13415.5,0
2122,2123,9,5,2139318.0,32,139.99,149.99,709.95,1,139.99,139.99,139.99,4,1,2,300,434,9,10,31,2,11,15,20,4,31,66853.6875,0
2128,2129,9,5,534685.0,4,19.99,69.99,229.96,3,19.99,69.99,159.97,5,1,2,2700,472,113,11,56,2,10,3,12,1,1,133671.25,1
2132,2133,9,5,170581.0,3,39.99,39.99,119.97,2,39.99,39.99,79.98,5,1,2,3500,487,191,21,41,2,25,4,8,4,1,56860.333333333336,1
2142,2143,9,5,985428.0,8,19.99,19.99,159.92,1,19.99,19.99,19.99,5,1,2,5000,498,15,99,42,1,10,5,6,3,7,123178.5,1
2144,2145,9,5,2437923.0,44,3.0,249.99,1523.44,17,9.95,249.99,641.79,5,1,2,2500,508,382,12,51,2,68,8,46,1,27,55407.34090909091,1
2148,2149,9,5,796543.0,42,7.0,39.99,355.82,1,7.0,7.0,7.0,1,1,-1,4000,533,297,16,50,2,10,1,4,1,41,18965.309523809523,0
2170,2171,9,5,1393453.0,27,15.0,44.99,454.87,5,15.0,29.99,99.97,5,0,2,3400,577,155,212,42,2,12,8,19,1,22,51609.37037037037,1
2172,2173,9,5,742605.0,15,15.99,39.99,359.85,1,15.99,15.99,15.99,1,1,-1,600,70,156,2,40,1,287,0,3,1,14,49507.0,0
2180,2181,9,5,182472.0,4,19.95,59.95,159.8,2,19.95,59.95,79.9,5,1,2,3100,498,218,28,46,2,46,5,8,3,2,45618.0,1
2187,2188,9,5,936035.0,2,229.99,229.99,459.98,1,229.99,229.99,229.99,5,1,2,2500,559,50,12,60,2,149,4,6,3,1,468017.5,1
2193,2194,9,5,1696813.0,10,3.99,29.99,153.91,4,3.99,29.99,41.97,5,1,2,1400,540,105,5,41,2,10,7,20,1,6,169681.3,1
2198,2199,9,5,675041.0,15,5.99,38.97,197.81,5,5.99,38.97,95.91,5,1,2,800,400,0,1,36,2,21,4,16,2,10,45002.73333333333,1
2207,2208,9,5,1335458.0,13,29.99,399.99,1629.94,1,299.99,299.99,299.99,5,1,2,6000,532,223,13,67,2,42,4,6,4,12,102727.53846153847,1
2208,2209,9,5,9667496.0,21,9.99,29.99,403.79,2,14.99,19.99,34.98,1,1,2,1500,500,170,18,43,1,18,0,4,1,19,460356.95238095237,0
2219,2220,9,5,77467.0,2,19.95,19.95,39.9,1,19.95,19.95,19.95,2,1,2,300,557,3,1,19,2,112,0,4,2,1,38733.5,0
2238,2239,9,5,8507.66,134,5.0,49.99,2152.67,6,7.99,17.99,64.94,5,1,2,3000,538,219,9,60,1,30,17,51,1,128,63.49,0
2239,2240,9,5,1052939.0,25,10.99,91.5,373.26,7,10.99,14.99,80.93,5,1,2,900,482,181,3,51,1,63,3,20,1,18,42117.56,1
2258,2259,9,5,2801819.0,10,19.99,59.99,259.93,1,39.99,39.99,39.99,3,1,2,30000,533,123,186,56,2,10,1,3,2,9,280181.9,0
2260,2261,9,5,946473.0,9,12.99,17.0,42.98,7,12.99,17.0,29.99,5,1,2,18000,517,87,130,47,1,11,7,23,1,2,105163.66666666667,1
2262,2263,9,5,240709.0,7,19.99,32.0,83.99,1,32.0,32.0,32.0,1,1,2,600,490,16,10,56,1,17,3,6,3,6,34387.0,0
2263,2264,9,5,224247.0,15,39.99,69.99,341.94,2,45.99,69.99,115.98,1,1,-1,1100,514,30,10,31,2,141,1,7,1,13,14949.8,0
2274,2275,9,5,5914886.0,8,7.0,85.99,176.74,3,7.0,85.99,109.74,5,1,2,5000,535,23,83,37,2,10,9,15,4,5,739360.75,1
2275,2276,9,5,419667.0,11,19.99,19.99,219.89,2,19.99,19.99,39.98,5,1,2,15000,524,220,214,46,2,10,6,9,3,9,38151.545454545456,1
2279,2280,9,5,226624.0,10,14.99,49.99,394.9,6,14.99,49.99,194.94,5,1,2,800,479,86,4,46,2,19,5,17,1,4,22662.4,1
2288,2289,9,5,622395.0,5,149.0,149.0,447.0,1,149.0,149.0,149.0,5,1,2,600,533,221,19,43,2,14,8,9,3,4,124479.0,1
2300,2301,9,5,1168433.0,7,59.99,59.99,119.98,1,59.99,59.99,59.99,5,1,2,1000,578,68,5,56,2,95,3,6,2,6,166919.0,1
2307,2308,9,5,7976935.0,18,549.99,899.99,5548.93,1,799.99,799.99,799.99,2,1,2,10000,543,61,114,43,2,10,0,4,2,17,443163.05555555556,0
2311,2312,9,5,3741888.0,87,3.0,29.99,828.72,4,15.99,29.99,95.96,5,1,2,2500,537,309,14,55,2,78,4,13,1,83,43010.206896551725,1
2312,2313,9,5,6432484.0,69,2.99,74.99,761.35,17,5.99,8.99,111.83,5,1,2,600,497,16,12,42,2,11,12,53,1,52,93224.40579710146,1
2319,2320,9,5,406756.0,10,2799.99,2799.99,11199.96,1,2799.99,2799.99,2799.99,1,1,-1,8500,572,115,9,31,2,39,0,3,1,9,40675.6,0
2320,2321,9,5,411815.0,6,5.0,40.0,205.0,1,40.0,40.0,40.0,1,1,2,2500,544,398,50,57,2,11,0,2,1,5,68635.83333333333,0
2321,2322,9,5,356184.0,2,499.99,499.99,999.98,1,499.99,499.99,499.99,1,1,-1,300,507,67,12,38,1,165,6,14,1,1,178092.0,0
2325,2326,9,5,5563.26,35,6.99,39.0,328.8,4,9.99,14.99,54.96,1,1,-1,800,557,313,27,47,2,12,1,18,1,31,158.9502857142857,0
2329,2330,9,5,152133.0,2,39.99,39.99,79.98,1,39.99,39.99,39.99,5,1,2,5000,465,206,52,45,2,31,3,6,1,1,76066.5,1
2333,2334,9,5,1842009.0,25,9.0,29.95,453.58,1,29.95,29.95,29.95,1,1,2,1400,504,119,4,41,2,13,0,3,1,24,73680.36,0
2338,2339,9,5,30001.0,1,42.99,42.99,42.99,1,42.99,42.99,42.99,1,1,-1,4000,525,45,5,59,2,39,0,2,1,0,30001.0,0
2339,2340,9,5,5562993.0,5,99.99,199.99,699.96,2,99.99,199.99,299.98,5,1,2,25000,532,69,98,52,2,10,11,16,4,3,1112598.6,1
2342,2343,9,5,650752.0,3,29.99,39.99,109.97,3,29.99,39.99,109.97,1,1,-1,4000,556,111,8,52,2,172,0,8,1,0,216917.33333333334,0
2343,2344,9,5,4454223.0,93,9.99,99.99,1395.51,9,9.99,39.99,223.12,5,1,2,600,579,71,10,47,2,11,6,31,1,84,47894.87096774193,1
2344,2345,9,5,1317265.0,3,799.0,799.0,2397.0,1,799.0,799.0,799.0,5,1,2,1000,441,51,13,44,2,22,5,10,2,2,439088.3333333333,1
2350,2351,9,5,897651.0,15,45.99,379.99,2864.85,1,193.99,193.99,193.99,1,1,-1,3700,505,256,18,41,2,29,2,12,1,14,59843.4,0
2353,2354,9,5,1686021.0,31,7.0,14.99,379.39,7,8.95,14.99,91.85,5,1,2,2800,518,180,41,60,1,45,3,21,1,24,54387.77419354839,1
2361,2362,9,5,6877086.0,22,379.0,499.99,7857.84,4,379.0,449.99,1678.97,5,1,2,2800,586,123,20,47,1,103,16,32,1,18,312594.8181818182,1
